GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16
1400000US08031003703,08031003703,"Census Tract 37.03, Denver County, Colorado",1564,108,474,88,283,77,95,45,86,50,10,17,0,92,0,92,1090,135,956,136,114,53,20,24,0,92,0,92,0,92,0,92
1400000US08031003800,08031003800,"Census Tract 38, Denver County, Colorado",3293,202,1192,200,953,172,169,109,63,54,7,12,0,92,0,92,2101,239,1892,232,191,72,0,92,0,92,18,28,0,92,0,92
1400000US08031003901,08031003901,"Census Tract 39.01, Denver County, Colorado",1966,118,1205,149,779,160,173,78,186,63,54,37,13,20,0,92,761,139,661,134,87,51,0,92,13,24,0,92,0,92,0,92
1400000US08031003902,08031003902,"Census Tract 39.02, Denver County, Colorado",1654,113,940,108,470,100,188,67,196,51,86,70,0,92,0,92,714,126,479,120,214,93,13,18,8,13,0,92,0,92,0,92
1400000US08031004002,08031004002,"Census Tract 40.02, Denver County, Colorado",1317,52,934,95,475,103,169,67,254,54,36,27,0,92,0,92,383,88,350,91,33,31,0,92,0,92,0,92,0,92,0,92
1400000US08031004003,08031004003,"Census Tract 40.03, Denver County, Colorado",1828,97,1112,99,556,103,324,102,130,69,50,39,52,50,0,92,716,131,527,114,178,86,11,18,0,92,0,92,0,92,0,92
1400000US08031004004,08031004004,"Census Tract 40.04, Denver County, Colorado",836,31,497,50,227,43,128,47,67,49,75,34,0,92,0,92,339,52,243,61,54,38,42,37,0,92,0,92,0,92,0,92
1400000US08031004005,08031004005,"Census Tract 40.05, Denver County, Colorado",1504,102,379,69,192,70,38,28,133,61,9,14,7,11,0,92,1125,103,841,110,178,78,84,53,17,21,5,9,0,92,0,92
1400000US08031004006,08031004006,"Census Tract 40.06, Denver County, Colorado",1916,111,954,120,483,113,134,75,261,98,60,44,16,23,0,92,962,139,604,113,261,113,75,74,0,92,22,34,0,92,0,92
1400000US08031004101,08031004101,"Census Tract 41.01, Denver County, Colorado",1336,103,809,110,199,84,158,96,287,106,82,53,71,46,12,23,527,131,442,124,76,57,9,14,0,92,0,92,0,92,0,92
1400000US08031004102,08031004102,"Census Tract 41.02, Denver County, Colorado",1311,106,861,116,392,100,153,83,123,83,136,66,6,20,51,39,450,122,407,110,43,37,0,92,0,92,0,92,0,92,0,92
1400000US08031004103,08031004103,"Census Tract 41.03, Denver County, Colorado",2105,103,1317,151,600,130,316,104,301,99,80,74,20,33,0,92,788,138,651,138,90,59,47,58,0,92,0,92,0,92,0,92
1400000US08031004104,08031004104,"Census Tract 41.04, Denver County, Colorado",1793,104,1038,159,546,135,245,105,149,60,46,36,41,26,11,18,755,168,664,135,91,75,0,92,0,92,0,92,0,92,0,92
1400000US08031004106,08031004106,"Census Tract 41.06, Denver County, Colorado",2350,140,1711,194,447,117,566,147,452,134,246,115,0,92,0,92,639,160,391,134,236,104,4,8,8,12,0,92,0,92,0,92
1400000US08031004107,08031004107,"Census Tract 41.07, Denver County, Colorado",1524,105,762,106,322,102,207,72,199,60,18,18,10,18,6,16,762,120,625,122,106,61,31,40,0,92,0,92,0,92,0,92
1400000US08031004201,08031004201,"Census Tract 42.01, Denver County, Colorado",1908,88,1207,114,595,105,180,75,310,83,102,62,20,22,0,92,701,106,499,110,193,89,0,92,9,13,0,92,0,92,0,92
1400000US08031004202,08031004202,"Census Tract 42.02, Denver County, Colorado",1507,78,1051,106,625,87,122,55,219,92,70,41,11,16,4,8,456,99,349,94,107,50,0,92,0,92,0,92,0,92,0,92
1400000US08031004301,08031004301,"Census Tract 43.01, Denver County, Colorado",2548,213,744,187,424,151,227,99,67,49,26,28,0,92,0,92,1804,254,1536,263,255,133,13,23,0,92,0,92,0,92,0,92
1400000US08031004302,08031004302,"Census Tract 43.02, Denver County, Colorado",1172,71,534,111,336,77,123,74,53,36,22,24,0,92,0,92,638,131,433,108,132,59,28,45,45,58,0,92,0,92,0,92
1400000US08031004303,08031004303,"Census Tract 43.03, Denver County, Colorado",1570,61,1243,86,547,92,311,91,268,74,102,57,15,22,0,92,327,66,327,66,0,92,0,92,0,92,0,92,0,92,0,92
1400000US08031004304,08031004304,"Census Tract 43.04, Denver County, Colorado",2736,145,1376,174,780,177,371,110,147,69,34,31,44,35,0,92,1360,218,956,192,392,165,12,18,0,92,0,92,0,92,0,92
1400000US08031004306,08031004306,"Census Tract 43.06, Denver County, Colorado",2082,135,1021,126,579,141,182,86,106,64,136,60,18,27,0,92,1061,165,883,172,131,109,47,47,0,92,0,92,0,92,0,92
1400000US08031004403,08031004403,"Census Tract 44.03, Denver County, Colorado",1815,113,791,152,269,101,287,111,146,77,80,58,9,20,0,92,1024,153,715,131,275,96,34,37,0,92,0,92,0,92,0,92
1400000US08031004404,08031004404,"Census Tract 44.04, Denver County, Colorado",2225,179,1056,242,369,163,210,125,224,151,107,81,111,73,35,56,1169,202,688,140,252,144,229,124,0,92,0,92,0,92,0,92
1400000US08031004405,08031004405,"Census Tract 44.05, Denver County, Colorado",3572,174,1705,199,646,119,423,135,452,118,136,88,48,50,0,92,1867,212,1539,222,328,141,0,92,0,92,0,92,0,92,0,92
1400000US08031004503,08031004503,"Census Tract 45.03, Denver County, Colorado",1206,115,997,164,267,110,203,145,174,123,226,138,49,48,78,86,209,115,156,90,11,19,0,92,0,92,0,92,42,68,0,92
1400000US08031004504,08031004504,"Census Tract 45.04, Denver County, Colorado",1013,90,624,113,138,62,76,67,112,77,202,92,93,61,3,18,389,99,228,91,161,90,0,92,0,92,0,92,0,92,0,92
1400000US08031004505,08031004505,"Census Tract 45.05, Denver County, Colorado",1191,97,882,152,235,108,110,88,239,120,143,98,155,106,0,92,309,127,243,100,13,21,0,92,53,79,0,92,0,92,0,92
1400000US08031004506,08031004506,"Census Tract 45.06, Denver County, Colorado",939,106,749,106,221,101,250,122,113,78,62,58,58,41,45,46,190,79,190,79,0,92,0,92,0,92,0,92,0,92,0,92
1400000US08031004601,08031004601,"Census Tract 46.01, Denver County, Colorado",1833,88,1211,132,422,118,240,90,207,84,113,76,149,84,80,56,622,106,504,103,73,67,0,92,0,92,45,55,0,92,0,92
1400000US08031004602,08031004602,"Census Tract 46.02, Denver County, Colorado",2096,168,1517,196,377,139,422,167,228,123,418,175,52,46,20,31,579,174,493,146,22,26,12,20,52,78,0,92,0,92,0,92
1400000US08031004603,08031004603,"Census Tract 46.03, Denver County, Colorado",1901,95,1379,145,400,110,400,124,333,128,95,65,124,71,27,27,522,124,388,115,116,66,8,13,10,17,0,92,0,92,0,92
1400000US08031004700,08031004700,"Census Tract 47, Denver County, Colorado",2232,93,1451,205,469,129,364,146,220,106,350,112,28,38,20,36,781,201,598,178,105,79,78,86,0,92,0,92,0,92,0,92
1400000US08031004801,08031004801,"Census Tract 48.01, Denver County, Colorado",1023,51,675,94,334,75,94,42,135,64,101,62,0,92,11,14,348,85,248,72,89,56,11,17,0,92,0,92,0,92,0,92
1400000US08031005001,08031005001,"Census Tract 50.01, Denver County, Colorado",1016,85,471,110,270,84,105,66,67,49,0,92,14,21,15,24,545,92,458,102,79,44,0,92,8,14,0,92,0,92,0,92
1400000US08031005002,08031005002,"Census Tract 50.02, Denver County, Colorado",3516,131,1609,210,992,206,409,168,163,93,15,21,8,18,22,27,1907,223,1521,215,378,126,8,14,0,92,0,92,0,92,0,92
1400000US08031005102,08031005102,"Census Tract 51.02, Denver County, Colorado",1514,73,831,120,453,112,191,74,97,56,65,54,2,5,23,25,683,116,526,97,126,63,23,35,8,12,0,92,0,92,0,92
1400000US08031005104,08031005104,"Census Tract 51.04, Denver County, Colorado",1523,111,574,109,305,120,186,88,72,64,11,17,0,92,0,92,949,135,841,143,108,52,0,92,0,92,0,92,0,92,0,92
1400000US08031005200,08031005200,"Census Tract 52, Denver County, Colorado",1371,54,805,100,443,95,192,79,121,48,49,31,0,92,0,92,566,103,519,97,37,31,4,7,6,11,0,92,0,92,0,92
1400000US08031005300,08031005300,"Census Tract 53, Denver County, Colorado",645,18,215,75,83,38,103,58,26,20,0,92,0,92,3,5,430,78,327,72,91,60,0,92,12,18,0,92,0,92,0,92
1400000US08031005502,08031005502,"Census Tract 55.02, Denver County, Colorado",582,45,398,68,166,65,148,64,48,44,28,38,8,16,0,92,184,67,138,48,44,41,2,6,0,92,0,92,0,92,0,92
1400000US08031005503,08031005503,"Census Tract 55.03, Denver County, Colorado",1719,106,1125,118,536,134,243,82,199,86,101,56,43,37,3,9,594,131,474,118,114,71,6,10,0,92,0,92,0,92,0,92
1400000US08031006701,08031006701,"Census Tract 67.01, Denver County, Colorado",1226,119,344,97,256,93,35,29,45,30,8,20,0,92,0,92,882,131,710,138,172,77,0,92,0,92,0,92,0,92,0,92
1400000US08031006804,08031006804,"Census Tract 68.04, Denver County, Colorado",1237,70,474,120,402,115,40,33,32,30,0,92,0,92,0,92,763,139,617,129,146,80,0,92,0,92,0,92,0,92,0,92
1400000US08031006809,08031006809,"Census Tract 68.09, Denver County, Colorado",3559,135,1666,198,973,175,332,120,258,99,53,48,0,92,50,66,1893,231,1674,256,203,113,16,25,0,92,0,92,0,92,0,92
1400000US08031006810,08031006810,"Census Tract 68.10, Denver County, Colorado",2494,133,1283,184,758,177,303,130,208,109,10,20,4,10,0,92,1211,199,1111,208,100,75,0,92,0,92,0,92,0,92,0,92
1400000US08031006811,08031006811,"Census Tract 68.11, Denver County, Colorado",3168,165,1141,185,620,130,310,152,72,53,25,30,94,47,20,26,2027,201,1620,212,407,126,0,92,0,92,0,92,0,92,0,92
1400000US08031006812,08031006812,"Census Tract 68.12, Denver County, Colorado",1556,105,698,89,452,77,66,41,147,33,33,30,0,92,0,92,858,102,784,107,67,46,0,92,7,12,0,92,0,92,0,92
1400000US08031006813,08031006813,"Census Tract 68.13, Denver County, Colorado",2276,166,706,184,391,159,120,98,131,91,64,78,0,92,0,92,1570,253,1142,217,428,144,0,92,0,92,0,92,0,92,0,92
1400000US08031006814,08031006814,"Census Tract 68.14, Denver County, Colorado",1987,163,1260,192,683,179,327,155,147,71,103,86,0,92,0,92,727,169,645,158,65,51,0,92,0,92,17,27,0,92,0,92
1400000US08031006901,08031006901,"Census Tract 69.01, Denver County, Colorado",2687,144,1055,192,619,153,272,134,138,71,26,32,0,92,0,92,1632,215,1410,221,222,97,0,92,0,92,0,92,0,92,0,92
1400000US08031007006,08031007006,"Census Tract 70.06, Denver County, Colorado",2157,207,793,175,218,104,317,141,221,143,0,92,0,92,37,50,1364,225,1055,209,287,144,22,30,0,92,0,92,0,92,0,92
1400000US08031007013,08031007013,"Census Tract 70.13, Denver County, Colorado",1803,67,745,112,416,93,190,87,139,72,0,92,0,92,0,92,1058,118,938,121,120,59,0,92,0,92,0,92,0,92,0,92
1400000US08031007037,08031007037,"Census Tract 70.37, Denver County, Colorado",1566,133,790,143,296,128,204,92,173,76,70,56,23,36,24,23,776,138,553,137,198,82,25,27,0,92,0,92,0,92,0,92
1400000US08031007088,08031007088,"Census Tract 70.88, Denver County, Colorado",2412,153,808,173,525,154,170,108,113,88,0,92,0,92,0,92,1604,188,1353,164,213,96,38,64,0,92,0,92,0,92,0,92
1400000US08031007089,08031007089,"Census Tract 70.89, Denver County, Colorado",3337,183,999,157,811,138,131,86,13,20,44,69,0,92,0,92,2338,211,2212,226,126,87,0,92,0,92,0,92,0,92,0,92
1400000US08031008304,08031008304,"Census Tract 83.04, Denver County, Colorado",880,55,723,102,198,61,200,85,95,67,98,48,107,83,25,22,157,88,127,86,14,23,16,24,0,92,0,92,0,92,0,92
1400000US08031008305,08031008305,"Census Tract 83.05, Denver County, Colorado",967,68,766,81,183,66,66,48,200,83,100,77,140,82,77,56,201,76,158,64,43,54,0,92,0,92,0,92,0,92,0,92
1400000US08031008306,08031008306,"Census Tract 83.06, Denver County, Colorado",1697,84,1339,127,422,121,153,62,289,90,247,84,86,51,142,73,358,91,248,76,110,63,0,92,0,92,0,92,0,92,0,92
1400000US08031008312,08031008312,"Census Tract 83.12, Denver County, Colorado",2285,96,1517,173,513,150,323,154,267,104,285,143,94,66,35,39,768,160,685,160,83,77,0,92,0,92,0,92,0,92,0,92
1400000US08031008386,08031008386,"Census Tract 83.86, Denver County, Colorado",1160,66,987,86,249,123,113,81,228,117,147,88,72,69,178,121,173,71,137,64,16,27,0,92,0,92,20,37,0,92,0,92
1400000US08031008387,08031008387,"Census Tract 83.87, Denver County, Colorado",1540,99,1337,124,342,145,140,100,334,119,222,124,154,81,145,98,203,99,164,89,39,48,0,92,0,92,0,92,0,92,0,92
1400000US08031008388,08031008388,"Census Tract 83.88, Denver County, Colorado",2588,157,1366,206,403,158,460,175,204,111,242,121,39,44,18,28,1222,234,996,239,222,115,4,8,0,92,0,92,0,92,0,92
1400000US08031008389,08031008389,"Census Tract 83.89, Denver County, Colorado",2207,123,1784,179,536,162,244,105,434,154,290,139,214,197,66,61,423,150,252,128,171,86,0,92,0,92,0,92,0,92,0,92
1400000US08031008390,08031008390,"Census Tract 83.90, Denver County, Colorado",2479,155,1946,199,735,218,620,188,278,125,226,110,37,47,50,70,533,172,455,164,63,46,15,23,0,92,0,92,0,92,0,92
1400000US08031008391,08031008391,"Census Tract 83.91, Denver County, Colorado",2311,104,1762,188,513,120,339,147,563,164,265,116,54,79,28,33,549,171,398,159,119,95,32,53,0,92,0,92,0,92,0,92
1400000US08031011902,08031011902,"Census Tract 119.02, Denver County, Colorado",2710,158,1741,198,657,142,286,130,571,213,178,129,5,13,44,46,969,175,759,205,184,112,12,21,14,23,0,92,0,92,0,92
1400000US08031011903,08031011903,"Census Tract 119.03, Denver County, Colorado",877,84,624,96,352,74,100,66,85,49,30,31,0,92,57,49,253,94,184,85,28,26,12,20,0,92,29,45,0,92,0,92
1400000US08031012001,08031012001,"Census Tract 120.01, Denver County, Colorado",1001,78,636,78,384,65,99,55,114,65,13,14,24,27,2,5,365,94,310,92,55,55,0,92,0,92,0,92,0,92,0,92
1400000US08031012010,08031012010,"Census Tract 120.10, Denver County, Colorado",2479,165,1125,182,649,134,227,133,117,78,132,59,0,92,0,92,1354,234,1174,253,148,98,32,49,0,92,0,92,0,92,0,92
1400000US08031012014,08031012014,"Census Tract 120.14, Denver County, Colorado",2769,118,1485,181,665,142,484,166,265,109,60,43,11,18,0,92,1284,169,972,163,278,99,34,34,0,92,0,92,0,92,0,92
1400000US08031015300,08031015300,"Census Tract 153, Denver County, Colorado",2197,171,501,119,348,104,130,83,0,92,0,92,0,92,23,36,1696,163,1408,157,277,134,11,19,0,92,0,92,0,92,0,92
1400000US08031015400,08031015400,"Census Tract 154, Denver County, Colorado",1525,116,852,122,448,105,181,73,54,31,67,63,44,59,58,44,673,126,490,115,172,82,11,16,0,92,0,92,0,92,0,92
1400000US08031015500,08031015500,"Census Tract 155, Denver County, Colorado",1765,88,794,161,381,103,177,91,127,71,109,71,0,92,0,92,971,167,735,172,236,93,0,92,0,92,0,92,0,92,0,92
1400000US08031015600,08031015600,"Census Tract 156, Denver County, Colorado",2004,131,1434,144,472,124,323,127,349,108,140,83,91,58,59,51,570,135,401,116,124,73,36,59,9,14,0,92,0,92,0,92
1400000US08031015700,08031015700,"Census Tract 157, Denver County, Colorado",2180,111,1520,184,516,148,374,162,327,137,177,112,63,77,63,48,660,166,498,144,162,116,0,92,0,92,0,92,0,92,0,92
1400000US08031980000,08031980000,"Census Tract 9800, Denver County, Colorado",520,94,287,89,120,60,96,61,6,10,65,49,0,92,0,92,233,86,212,91,21,26,0,92,0,92,0,92,0,92,0,92
1400000US08031980100,08031980100,"Census Tract 9801, Denver County, Colorado",0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92
