LDMK_NUM,LDMK_NAME,AKA_NAME,ORD_NUM,ORD_YEAR,ADDRESS_LINE1,ADDRESS_LINE2,SITUS_NUM,SITUS_DIR,SITUS_ST,SITUS_TYPE,HISTORIC_DIST,STATE_HIST_NUM,YEAR_BUILT,ARCH_BLDR,DOCUMENT,PHOTO_LINK,NOTES,GIS_NOTES,DESCRIPTION,ADDRESS_ID
34.0,Foster-McCauley-Symes-French Consulate,None,458,1973,738 Pearl Street,736 Pearl Street,736,None,Pearl,ST,East 7th Avenue,None,1905,None,None,yes, ,None,None,None
146.0,Gallup-Stanbury Building,None,53,1983,1445-1451 Larimer Street,1445 Larimer Street,1445,None,Larimer,ST,Larimer Square,5DV.104.10,1873,None,None,yes,None,Lots 28-29 Blk 45,None,None
61.0,McCrary Building,None,349,1974,1634-1638 Market Street,None,1634,None,Market,ST,Lower Downtown,None,c. 1884-89,None,None,yes, ,None,None,None
56.0,950 Logan Street,McKinley Mansion,81,1974,950 Logan Street,948-952 Logan Street,950,None,Logan,ST,Quality Hill,None,c. 1890,None,None,yes,None,None,None,None
86.0,930 Logan Street,McNeil House,591,1975,930 Logan Street,None,930,None,Logan,ST,Quality Hill,None,1890,None,None,yes,None,None,None,None
135.0,Peter McCourt House,None,185,1982,1471 High Street,None,1471,None,High,ST,Wyman,5DV.1475,1896,None,None,yes, ,None,None,None
28.0,Denver U.S. Mint,None,331,1972,320 W. Colfax Avenue,None,320,W,Colfax,AVE,Civic Center,5DV.164,"1904-06, addn",None,None,yes, ,None,None,None
258.0,The Aldine,None,196,1996,1001-1021 E. 17th Avenue,None,1001,E,17th,AVE,Swallow Hill,5DV.660,1890,None,None,yes, ,None,None,None
6.0,Evans House,Byers-Evans House,125,1968,1310 Bannock Street,None,1310,None,Bannock,ST,Civic Center,5DV.163,c. 1880,None,None,yes,None,None,None,None
7.0,Trinty Methodist Church,None,126,1968,None,1820 Broadway,1820,None,Broadway,ST,Downtown Denver,5DV.115,1888,None,None,yes, ,None,None,None
8.0,First Baptist Church,None,321,1968,None,230 E. 14th Avenue,1373,None,Grant ,ST,Civic Center,5DV.5990,1934-38,None,None,yes, ,None,None,None
10.0,Daniels and Fisher Tower,None,420,1968,1101 16th Street,1601 Arapahoe Street,1101,None,16th,ST,Downtown Denver,5DV.118,1909-11,None,None,yes, ,None,None,None
20.0,House of Lions ,Molly Brown House,113,1971,1340 Pennsylvania Street,None,1340,None,Pennsylvania,ST,Pennsylvania Street,5DV.178,1889,None,None,yes, ,None,None,None
156.0,Emerson School Building,None,500,1984,1420 Ogden Street,None,1420,None,Ogden,ST,Not in Historic District,5DV.1495,1884-85,None,None,yes, ,None,None,None
164.0,Hose Company No. 1,None,83,1986,1963 Chestnut Place,1999 Chestnut Place,1963,None,Chestnut,PL,Not in Historic District,5DV.1949,c. 1883,None,None,yes, ,None,None,None
167.0,Denver Press Club,None,649,1986,1330 Glenarm Place,None,1330,None,Glenarm,PL,Not in Historic District,5DV.601,1925,None,None,yes, ,None,None,None
168.0,Temple Emanuel,None,161,1987,1595 Pearl Street,None,1595,None,Pearl,ST,Not in Historic District,5DV.715,"1899, addition 1924",None,None,yes, ,None,None,None
109.0,Wells Fargo Building,None,529,1978,1338 15th Street,None,1338,None,15th,ST,Lower Downtown,5DV.47.8,1874,None,None,yes, ,None,None,None
110.0,Frank E. Edbrooke House,None,729,1978,931 E. 17th Avenue,None,931,E,17th,AVE,Swallow Hill,5DV.2730,c. 1889,None,None,yes, ,None,None,None
261.0,Fire Station No. 11,None,269,1996,40 W. 2nd Avenue,None,40,W,2nd,AVE,Not in Historic District,5DV.9359,1936-37,None,None,yes, ,None,None,None
292.0,Arcanum-Beldame Apartments,None,30,1999,1904 Logan Street,None,1904,None,Logan,ST,Not in Historic District,5DV.2578,1907,None,None,yes, ,None,None,None
294.0,Epworth Church and Community Center,None,436,1999,1130 31st Street,None,1130,None,31st,ST,Not in Historic District,5DV.8177,1915,None,None,yes, ,None,None,None
59.0,Hitchings Block,None,349,1974,1620 Market Street,None,1620,None,Market,ST,Lower Downtown,5DV.47.37,1892-93,None,None,yes, ,None,None,None
60.0,Liebhart-Lindner Building,Liebhardt-Lindner Building,349,1974,1624 Market Street,1626-1628 Market Street,1624,None,Market,ST,Lower Downtown,5DV.47.7,1881,None,None,yes, ,None,None,None
62.0,1642 Market Street,None,349,1974,1642 Market Street,None,1642,None,Market,ST,Lower Downtown,5DV.47.15,1885,None,None,yes,None,None,None,None
63.0,1644-1650 Market Street,None,349,1974,1644-1650 Market Street,None,1644,None,Market,ST,Lower Downtown,None,1884-88,None,None,yes,None,None,None,None
64.0,1322-1332 17th Street,Columbia Hotel,349,1974,1322-1332 17th Street,"1650-1660 Market Street, 1330-1380 17th Street",1322,None,17th,ST,Lower Downtown,5DV.47.38,1880,None,None,yes,None,None,None,None
66.0,St. Elizabeth's Retreat Chapel,None,625,1974,2825 W. 32nd Avenue,2825-2845 W. 32nd Avenue,2825,W,32nd,AVE,Potter Highlands,5DV.129,c. 1897,None,None,yes, ,None,None,None
115.0,John C. Mitchell House,"""Trail's End""",123,1979,680 Clarkson Street,670-680 Clarkson Street,670,None,Clarkson,ST,East 7th Avenue,None,1893,None,None,yes, ,None,None,None
126.0,Butters House,None,372,1981,1129 Pennsylvania Street,None,1129,None,Pennsylvania,ST,Pennsylvania Street,5DV.664,1890-91,None,None,yes, ,None,None,None
37.0,Asbury Methodist Church,None,653,1973,2205 W. 30th Avenue,None,2205,W,30th,AVE,Not in Historic District,5DV.358.106,c. 1891,None,None,yes, ,None,None,None
39.0,Queree House,None,653,1973,2914 W. 29th Avenue,None,2914,W,29th,AVE,Not in Historic District,5DV.2748,1888,None,None,yes, ,None,None,None
183.0,Woodbury Library,None,562,1989,3265 Federal Boulevard,None,3625,None,Federal ,BV,Not in Historic District,5DV.5320,1913,None,None,yes, ,None,None,None
192.0,East High School,None,94,1991,1545 Detroit Street,1600 City Park Esplanade,1545,None,Detroit,ST,Not in Historic District,5DV.2091,1925,None,None,yes, ,None,None,None
193.0,Cass House,None,359,1991,733 East 8th Avenue,None,733,E,8th,AVE,Not in Historic District,None,1899,None,None,yes, ,None,None,None
197.0,South High School,None,785,1991,1700 E. Louisiana Avenue,None,1700,E,Louisiana ,AVE,Not in Historic District,5DV.2092,1925-26,None,None,yes, ,None,None,None
198.0,20th Street Recreation Center,None,160,1992,1011 20th Street,None,1011,None,20th,ST,Not in Historic District,5DV.3353,1908,None,None,yes, ,None,None,None
202.0,West High School,None,724,1992,951 Elati Street,None,951,None,Elati,ST,Not in Historic District,5DV.22,1924-26,None,None,yes, ,None,None,None
208.0,McBird House,None,446,1993,2225 Downing Street,None,2225,None,Downing,ST,Not in Historic District,5DV.4854,c. 1880,None,None,yes, ,None,None,None
21.0,Navarre Building,Bricker Collegiate Institute,470,1971,1727 Tremont Street,1725 Tremont Place,1725,None,Tremont,PL,Downtown Denver,5DV.124,1880,None,None,yes, ,None,None,None
310.0,Wolf House,None,274,2004,2036 Ogden Street,None,2036,N,Ogden,ST,Not in Historic District,5DV.202.36,c. 1892,None,None,yes, ,None,None,None
67.0,St. Andrew's Memorial Church,None,625,1974,2015 Glenarm Place,None,2015,None,Glenarm,PL,Clements,5DV.116,c. 1908-09,None,None,yes, ,None,None,None
327.0,American Woodmen's Life Building,None,334,2009,2100 Downing Street,None,2100,N,Downing,ST,Not in Historic District,None,1949-50,None,None,yes, ,None,None,None
32.0,Richthofen Castle,None,249,1973,7020 E. 12th Avenue,None,7020,E,12th,AVE,Montclair,5DV.158,1883-87,None,None,yes, ,None,None,None
38.0,Hermann H. Heiser House,None,653,1973,3016 Osceola Street,None,3016,None,Osceola,ST,Wolff Place,5DV.631,c. 1892,None,None,yes, ,None,None,None
46.0,Botanic Gardens House,None,654,1973,909 York Street,None,909,None,York,ST,Morgan's Subdivision,5DV.182,c. 1926,None,None,yes, ,None,None,None
50.0,Montclair Community Center,The Molkery,654,1973,Montclair Park,6820 E. 12th Avenue,6820,E,12th,AVE,Montclair,5DV.709.7,1888,None,None,yes, ,None,None,None
52.0,Dennis Sheedy House,None,31,1974,1115 Grant Street,None,1115,None,Grant ,ST,Sherman-Grant,5DV.740,1892,None,None,yes, ,None,None,None
54.0,Hallett House,None,81,1974,900 Logan Street,None,900,None,Logan,ST,Quality Hill,None,1888-92,None,None,yes, ,None,None,None
55.0,940 Logan Street,Campbell House,81,1974,940 Logan Street,None,940,None,Logan,ST,Quality Hill,5DV.172,c. 1890,None,None,yes,None,None,None,None
57.0,Lipe House,"Clemes-Lipe House, Winter-Lipe House",81,1974,901 Pennsylvania Street,"901 Pennsylvania Street, 475 E. 9th Avenue",901,None,Pennsylvania,ST,Quality Hill,None,c. 1895-1901,None,None,yes,None,None,None,None
22.0,Smith House,Eben Smith House,471,1971,1801 York Street,None,1801,None,York,ST,Not in Historic District,5DV.907,1902-05,None,None,yes, ,None,None,None
24.0,Denver Tramway Power Plant,REI,212,1972,None,1416 Platte Street,1416,None,Platte,ST,Not in Historic District,5DV.541,1901,None,None,yes,None,None,None,None
26.0,Tivoli Brewery and West Denver Turnhalle Opera House,None,329,1972,1320-1348 10th Street,900 Auraria Parkway,1318,None,10th,ST,Not in Historic District,5DV.119,oldest part brewery 1881,None,None,yes,None,None,None,None
27.0,Buckhorn Exchange,None,330,1972,1000 Osage Street,None,1000,None,Osage,ST,Not in Historic District,5DV.700,1886,None,None,yes, ,None,None,None
138.0,Barney Ford Building,None,635,1982,1514 Blake Street,None,1514,None,Blake,ST,Lower Downtown,5DV.47.66,"1863, addn 1875, 1889",None,None,yes, ,None,None,None
140.0,Kettle Building,None,47,1983,1422 Larimer Street,None,1422,None,Larimer,ST,Larimer Square,5DV.104.13,1873,None,None,yes,None,S 18' Lot 10 Blk 70 B,None,None
141.0,Congdon Building,Apollo Hall,48,1983,1421-1425 Larimer Street,1419-27 Larimer Street,1421,None,Larimer,ST,Larimer Square,5DV.104.5,1870s,None,None,yes,None,Lots 22-23 & N 5' Lot 21& S 3' Lot 24 Blk 45,None,None
142.0,Barnum Building,None,49,1983,1412 Larimer Street,1408 Larimer Street,1412,None,Larimer,ST,Larimer Square,5DV.104.11,1889,None,None,yes,None,Lot 13 Blk 70,None,None
143.0,Sussex Building,None,50,1983,1430 Larimer Street,1426-30 Larimer Street,1430,None,Larimer,ST,Larimer Square,5DV.104.14,1880,None,None,yes,None,Lots 8-9 & N 7' Lot 10 Blk 70,None,None
144.0,Granite Building,None,51,1983,"1460 Larimer Street, 1224-30 15th Street","1454-60 Larimer Street, 1226-28 15th Street",1460,None,Larimer,ST,Larimer Square,5DV.10401,1882,None,None,yes, ,None,None,None
145.0,Crawford Building,None,52,1983,1437-1439 Larimer Street,1439 Larimer Street,1437,None,Larimer,ST,Larimer Square,5DV.104.8,1875,None,None,yes,None,Lot 26 Blk 45,None,None
147.0,Lincoln Hall Building,None,54,1983,1415 Larimer Street,1413-17 Larimer Street,1415,None,Larimer,ST,Larimer Square,5DV.104.4,early 1880s,None,None,yes,None,Lot 20 & SW 20' Lot 21 blk 45,None,None
149.0,Miller Building,None,56,1983,1401-1407 Larimer Street,None,1401,None,Larimer,ST,Larimer Square,5DV.104.2,1889,None,None,yes,None,Front 75' Lots 17-18 blk 45,None,None
150.0,1738 Wynkoop Street,"Edward W. Wynkoop Bldg, Spice & Commission Warehouse",437,1983,1738 Wynkoop Street,None,1738,None,Wynkoop,ST,Lower Downtown,5DV.47.6,1900-01,None,None,yes,None,None,None,None
151.0,Insurance Exchange Building,Denver Gas & Electric Building,548,1983,910 15th Street,None,910,None,15th,ST,Downtown Denver,5DV.137,1908-10,None,None,yes, ,None,None,None
152.0,Oxford Hotel and Office Annex,None,571,1983,"1600 17th Street, 1645 Wazee Street, 1624-28 17th St.","1600 17th St, 1612-16 17th St., 1659 Wazee St.",1659,None,Wazee,ST,Lower Downtown,5DV.47.62,"1891, 1902addn, 1912annex",None,None,yes, ,None,None,None
157.0,2900 Champa Street,Louis Anfenger Mansion,597,1984,2900 Champa Street,None,2900,None,Champa,ST,Curtis Park G,None,1884,None,None,yes,None,None,None,None
159.0,Wood-Morris-Bonfils House,None,318,1985,707 Washington Street,None,707,None,Washington,ST,East 7th Avenue,5DV.179,"1911, addition 1987",None,None,yes, ,None,None,None
160.0,Hotel Hope Building,None,406,1985,1404 Larimer Street,1400-04 Larimer Street,1400,None,Larimer,ST,Larimer Square,5DV.2014,"c. 1888, addition 1993 ",None,None,yes,None,Lots 15-16 Blk 70,None,None
161.0,Barth Hotel,None,502,1985,1514 17th Street,1510-16 17th Street,1514,None,17th,ST,Lower Downtown,5DV.47.64,1882,None,None,yes, ,None,None,None
309.0,Church of the Ascension,None,244,2004,600 Gilpin Street,None,600,N,Gillpin,ST,East 7th Avenue,5DV.8323,"1909, addn 1913,1918,1959",None,None,yes, ,None,None,None
316.0,Baur Confectionary Company,None,460,2006,1512-1514 Curtis Street,None,1512,None,Curtis,ST,Downtown Denver,None,1881,None,None,yes, ,None,None,None
328.0,Governor Carr Residence,None,554,2009,747 Downing Street,None,747,None,Downing,ST,East 7th Avenue,None,1905,None,None,yes, ,None,None,None
329.0,2500 Walnut Street,Benjamin Moore Building,1,2010,2500 Walnut Street,None,2500,None,Walnut,ST,Ballpark Neighborhood,None,"1923, addn through 1947",None,None,yes,None,None,None,None
162.0,Windsor Stables Storefront Building,None,554,1985,1732-1770 Blake Street,1738-1770 Blake Street,1732,None,Blake,ST,Lower Downtown,5DV.47.17,1881-86,None,None,yes, ,None,None,None
165.0,Sweet-Miller House,None,84,1986,1075 Humboldt Street,None,1075,None,Humboldt,ST,Humboldt Street,5DV.166.4,1906,None,None,yes, ,None,None,None
218.0,Morey Middle School,None,464,1994,840 E. 14th Avenue,None,840,E,14th,AVE,Not in Historic District,5DV.2090,1921,None,None,yes, ,None,None,None
219.0,"Denver Public Schools Administrative Building, Annex II",None,438,1994,414 14th Street,None,414,None,14th,ST,Not in Historic District,5DV.1723,1923,None,None,yes,Annex II,None,None,None
224.0,Golda Meir House,None,737,1994,1146 9th Street,None,1146,None,9th,ST,Not in Historic District,5DV.328,1911,None,None,yes,House was moved from 1606-08 Julian Street.,None,None,None
227.0,Ogden Theater,None,837,1994,935 E. Colfax Avenue,None,935,E,Colfax,AVE,Not in Historic District,5DV.2609,1917,None,None,yes, ,None,None,None
228.0,Joshel House,None,891,1994,220 S. Dahlia Street,None,220,S,Dahlia ,ST,Not in Historic District,5DV.4787,1950-51,None,None,yes, ,None,None,None
234.0,Nathan Savage Candy Company Building,None,981,1994,2162 Lawrence Street,None,2162,None,Lawrence,ST,Not in Historic District,5DV.3304,c. 1908,None,None,yes, ,None,None,None
236.0,"Clarence F. Holmes, Jr., House",None,983,1994,2330 Downing Street,None,2330,None,Downing,ST,Not in Historic District,5DV.6969,1892-93,None,None,yes, ,None,None,None
239.0,Austin Building,None,86,1995,2400-2418 E. Colfax Avenue,"2400-2418 E. Colfax Avenue, 1472 Josephine Street",2400,E,Colfax,AVE,Not in Historic District,5DV.4688,1904,None,None,yes, ,None,None,None
240.0,"Rocky Mtn. Consistory, Scottish Rite Temple (Cathedral)",El Jebel Temple,137,1995,1770 Sherman Street,None,1770,None,Sherman,ST,Not in Historic District,5DV.2892,1906,None,None,yes,Scottish Rite Temple (Cathedral),None,None,None
242.0,Fager Residence,None,510,1995,2947 Umatilla Street,None,2947,None,Umatilla,ST,Not in Historic District,5DV.3921,c. 1883-85,None,None,yes, ,None,None,None
246.0,German House/Denver Turnverein,None,700,1995,1570 Clarkson Street,None,1570,None,Clarkson,ST,Not in Historic District,5DV.39,1921,None,None,yes, ,None,None,None
128.0,Flower/Vaile House,None,536,1981,1610 Emerson Street,None,1610,None,Emerson,ST,Swallow Hill,5DV.659,1889-90,None,None,yes, ,None,None,None
250.0,3225 Quivas Street,Edward L. Fox House,901,1995,3225 Quivas Street,None,3225,None,Quivas,ST,Not in Historic District,None,1888,None,None,yes, ,None,None,None
132.0,Sheridan/Hendrie & Bolthoff Building,None,28,1982,1635 17th Street,None,1635,None,17th,ST,Lower Downtown,5DV.882,c. 1892,None,None,yes, ,None,None,None
251.0,1940-1946 W. 33rd Avenue,Cole-DeRose Apartment House,902,1995,1940-1946 W. 33rd Avenue,"1940-1946 W. 33rd Avenue, 3252-3260 Tejon Street",1940,W,33rd,AVE,Not in Historic District,5DV.358.64,1895,None,None,yes,Amended by Ordinance 613 of 2017,None,None,None
134.0,Delos Allen Chappell House,None,116,1982,1555 Race Street,None,1555,None,Race,ST,Wyman,5DV.320,1895,None,None,yes, ,None,None,None
136.0,Masonic Temple Building,None,195,1982,1614 Welton Street,"1614 Welton Street, 535 16th Street",1614,None,Welton,ST,Downtown Denver,5DV.136,1889-90,None,None,yes, ,None,None,None
2.0,"Constitution Hall (demolished, site still designated)",None,2,1968,1501-1507 Blake Street,None,1501,None,Blake,ST,Lower Downtown,5DV.467 De-listed,1865 (demo'd about 1980) ,None,None,yes,None,None,None,None
336.0,Stadium Arena,None,215,2016,4655 Humboldt Street,1301-1325 E. 46th Avenue ,4655,N,Humboldt,ST,Not in Historic District,5DV.3815,"1908-09, addn 1973, 1991",None,None,yes, ,None,None,None
216.0,Denver Tramway Company Building,None,329,1994,1100 14th Street,None,1100,None,14th,ST,Downtown Denver,"5DV.140, 1893",c. 1910,None,None,yes, ,None,None,None
105.0,Colorado Federal Building,Ideal Building,550,1977,821 17th Street,None,821,None,17th,ST,Downtown Denver,5DV.125,"1907, addition 1927",None,None,yes,None,None,None,None
171.0,Neusteter Building,None,701,1987,720 16th Street,716-750 16th Street,720,None,16th,ST,Downtown Denver,5DV.496,"c. 1889, 1924, addn 1950",None,None,yes, ,None,None,None
31.0,Tramway Cable Building,None,646,1972,1801 Lawrence Street,None,1801,None,Lawrence,ST,Not in Historic District,5DV.117,1889,None,None,yes, ,None,None,None
130.0,Cerrones Grocery Store,None,698,1981,3617 Osage Street,3617-3621 Osage Street,3617,None,Osage,ST,Not in Historic District,5DV.358.11,1893,None,None,yes, ,None,None,None
30.0,Odd Fellows Hall,None,645,1972,1545 Champa Street,None,1543,None,Champa,ST,Downtown Denver,5DV.491,1887-89,None,None,yes, ,None,None,None
337.0,Emily Griffith Opportunity School,None,311,2016,"1250 Welton Street, 1261 Glenarm Place","1250 Welton Street, 1221-1261 Glenarm Place",1250,None,Welton,ST,Not in Historic District,5DV.1819 and 5DV.1825,"School:1926,addn1947,1956",None,None,yes,"Yr. Built - Shop buildings: 1941, 1951, 1954, 1956, 1978. ",*Designated Area - Add notes for Contributing Area,None,None
339.0,First Unitarian Society of Denver Church,None,566,2016,1400 Lafayette Street,None,1400,N,Lafayette,ST,Not in Historic District,None,"1893, addition 1899",None,None,yes,None,Assessor record says Year Built 1901,None,None
312.0,Fairmount Mausoleum,None,64,2005,430 Quebec Street,430 S. Quebec Street,430,S,Quebec,ST,Not in Historic District,None,c. 1930 (See Notes),None,None,yes,"Yr. Built - additions 1936, 1948, 1947, 1957, 1971, 2003",None,None,None
169.0,Brind Mansion,None,257,1987,1000 Logan Street,None,1000,None,Logan,ST,Not in Historic District,None,1910,None,None,yes, ,None,None,None
170.0,Hanigan-Canino Terrace,None,264,1987,3500 Navajo Street,"3500 Navajo Street, 1423-37 W. 35th Avenue",3500,None,Navajo,ST,Not in Historic District,5DV.2682,1890,None,None,yes, ,None,None,None
172.0,Wyatt School,Hyde Park School,56,1988,3620 Franklin Street,None,3620,None,Franklin,ST,Not in Historic District,5DV.2066,1887,None,None,yes, ,None,None,None
177.0,Scottish Rite Masonic Temple,None,162,1989,1370 Grant Street,"1364-70 Grant Street, 340 E. 14th Avenue",1370,None,Grant ,ST,Not in Historic District,5DV.4341,1923-25,None,None,yes, ,None,None,None
181.0,Byers Library,None,525,1989,675 Santa Fe Drive,None,675,None,Santa Fe,DR,Not in Historic District,5DV.1660,1918,None,None,yes, ,None,None,None
233.0,Warming House at Evegreen Lake,None,932,1994,"Dedisse Park, Evergreen",None,None,None,None,None,Not in Historic District,None,1934,None,None,yes, ,None,None,None
308.0,Globeville School,None,184,2004,5100 Lincoln Street,None,5100,N,Lincoln,ST,Not in Historic District,5DV.793,"1925, addn 1953,1958,1970",None,None,None, ,None,None,None
232.0,Pueblo Trading Post,Red Rocks Trading Post,931,1994,Red Rocks Park,18300 W. Alameda Street,None,None,None,None,Not in Historic District,None,1931,None,None,None, ,None,None,None
